"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd","es.anew.arousal.delta_one_of_5__max","es.anew.arousal.delta_one_of_5__mean","es.anew.arousal.delta_one_of_5__mean_word_count_per_tweet","es.anew.arousal.delta_one_of_5__median","es.anew.arousal.delta_one_of_5__min","es.anew.arousal.delta_one_of_5__mode","es.anew.arousal.delta_one_of_5__num_tweets","es.anew.arousal.delta_one_of_5__num_tweets_percentage","es.anew.arousal.delta_one_of_5__sd","es.anew.arousal.more_than_7__max","es.anew.arousal.more_than_7__mean","es.anew.arousal.more_than_7__mean_word_count_per_tweet","es.anew.arousal.more_than_7__median","es.anew.arousal.more_than_7__min","es.anew.arousal.more_than_7__mode","es.anew.arousal.more_than_7__num_tweets","es.anew.arousal.more_than_7__num_tweets_percentage","es.anew.arousal.more_than_7__sd","es.anew.dominance.delta_one_of_5__max","es.anew.dominance.delta_one_of_5__mean","es.anew.dominance.delta_one_of_5__mean_word_count_per_tweet","es.anew.dominance.delta_one_of_5__median","es.anew.dominance.delta_one_of_5__min","es.anew.dominance.delta_one_of_5__mode","es.anew.dominance.delta_one_of_5__num_tweets","es.anew.dominance.delta_one_of_5__num_tweets_percentage","es.anew.dominance.delta_one_of_5__sd","es.anew.dominance.more_than_7__max","es.anew.dominance.more_than_7__mean","es.anew.dominance.more_than_7__mean_word_count_per_tweet","es.anew.dominance.more_than_7__median","es.anew.dominance.more_than_7__min","es.anew.dominance.more_than_7__mode","es.anew.dominance.more_than_7__num_tweets","es.anew.dominance.more_than_7__num_tweets_percentage","es.anew.dominance.more_than_7__sd","es.anew.valence.delta_one_of_5__max","es.anew.valence.delta_one_of_5__mean","es.anew.valence.delta_one_of_5__mean_word_count_per_tweet","es.anew.valence.delta_one_of_5__median","es.anew.valence.delta_one_of_5__min","es.anew.valence.delta_one_of_5__mode","es.anew.valence.delta_one_of_5__num_tweets","es.anew.valence.delta_one_of_5__num_tweets_percentage","es.anew.valence.delta_one_of_5__sd","es.anew.valence.more_than_7__max","es.anew.valence.more_than_7__mean","es.anew.valence.more_than_7__mean_word_count_per_tweet","es.anew.valence.more_than_7__median","es.anew.valence.more_than_7__min","es.anew.valence.more_than_7__mode","es.anew.valence.more_than_7__num_tweets","es.anew.valence.more_than_7__num_tweets_percentage","es.anew.valence.more_than_7__sd"
"Georgia,Lamar County",7.48,6.62,NA,6.41,6.41,6.46,NA,NA,0.4,7.48,7.39,NA,7.36,7.33,7.44,NA,NA,0.08,7.48,6.52,NA,6.41,5,6.46,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Laurens County",8.07,6.39,NA,6.41,1.77,6.46,NA,NA,1.09,8.07,7.36,NA,7.33,7.03,7.24,NA,NA,0.27,8.07,6.3,NA,6.41,1.77,6.46,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Lee County",8.37,5.73,NA,6.41,1.49,6.46,NA,NA,2.13,8.37,7.7,NA,7.54,7.36,7.44,NA,NA,0.48,8.37,5.68,NA,6.41,1.49,6.46,NA,NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Liberty County",7.72,6,NA,6.41,1.48,6.46,NA,NA,1.72,7.72,7.38,NA,7.36,7.07,7.44,NA,NA,0.16,7.72,5.9,NA,6.41,1.48,6.46,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Lincoln County",7.36,6.12,NA,6.41,2.54,6.46,NA,NA,1.64,7.36,7.35,NA,7.35,7.33,7.44,NA,NA,0.02,7.36,6.12,NA,6.41,2.54,6.46,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Lowndes County",8.07,6.4,NA,6.41,1.49,6.46,NA,NA,1.05,8.07,7.39,NA,7.36,7.07,7.44,NA,NA,0.24,8.07,6.27,NA,6.41,1.49,6.46,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Lumpkin County",7.78,6.62,NA,6.41,6.41,6.46,NA,NA,0.48,7.78,7.57,NA,7.57,7.36,7.63,NA,NA,0.3,7.78,6.45,NA,6.41,4.53,6.46,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Mitchell County",7.93,6.72,NA,6.41,6.41,6.46,NA,NA,0.52,7.93,7.48,NA,7.33,7.33,7.44,NA,NA,0.3,7.93,6.59,NA,6.41,4.77,6.46,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Morgan County",7.33,6.57,NA,6.41,6.12,6.46,NA,NA,0.53,7.33,7.33,NA,7.33,7.33,7.33,NA,NA,NA,7.33,5.85,NA,6.27,4.17,6.46,NA,NA,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Murray County",7.33,6.87,NA,6.87,6.41,6.46,NA,NA,0.53,7.33,7.33,NA,7.33,7.33,7.24,NA,NA,0,7.33,6.87,NA,6.87,6.41,6.46,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Muscogee County",8.07,6.24,NA,6.41,1.49,6.46,NA,NA,1.35,8.07,7.39,NA,7.33,7.07,7.24,NA,NA,0.23,8.07,6.15,NA,6.41,1.49,6.46,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Newton County",8.37,6.44,NA,6.41,1.49,6.46,NA,NA,0.98,8.37,7.37,NA,7.33,7.03,7.24,NA,NA,0.35,8.37,6.28,NA,6.41,1.49,6.46,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Paulding County",7.93,6.36,NA,6.41,1.68,6.46,NA,NA,1.27,7.93,7.38,NA,7.33,7.07,7.24,NA,NA,0.26,7.93,6.32,NA,6.41,1.68,6.46,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Peach County",7.93,6.2,NA,6.41,1.49,6.46,NA,NA,1.29,7.93,7.52,NA,7.54,7.07,7.83,NA,NA,0.32,7.93,6.14,NA,6.41,1.49,6.46,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Richmond County",8.07,6.25,NA,6.41,1.34,6.46,NA,NA,1.28,8.07,7.4,NA,7.36,7.07,7.24,NA,NA,0.25,8.07,6.17,NA,6.41,1.34,6.46,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Rockdale County",7.79,6.41,NA,6.41,1.49,6.46,NA,NA,1.12,7.79,7.37,NA,7.33,7.07,7.24,NA,NA,0.19,7.79,6.21,NA,6.41,1.49,6.46,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Spalding County",8.26,6.47,NA,6.41,1.49,6.46,NA,NA,1.26,8.26,7.47,NA,7.36,7.07,7.24,NA,NA,0.35,8.26,6.41,NA,6.41,1.49,6.46,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Sumter County",7.36,6.58,NA,6.41,2.07,6.46,NA,NA,0.91,7.36,7.3,NA,7.36,7.07,7.44,NA,NA,0.12,7.36,6.53,NA,6.41,2.07,6.46,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Tattnall County",7.36,6.12,NA,6.41,1.77,6.46,NA,NA,1.61,7.36,7.28,NA,7.33,7.07,7.24,NA,NA,0.11,7.36,6.12,NA,6.41,1.77,6.46,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Thomas County",7.36,6.25,NA,6.41,1.89,6.46,NA,NA,1.52,7.36,7.35,NA,7.35,7.33,7.44,NA,NA,0.02,7.36,6.25,NA,6.41,1.89,6.46,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Tift County",7.72,6.7,NA,6.41,6.12,6.46,NA,NA,0.45,7.72,7.38,NA,7.33,7.33,7.44,NA,NA,0.12,7.72,6.61,NA,6.41,4.98,6.46,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Troup County",7.79,6.59,NA,6.41,6.39,6.46,NA,NA,0.39,7.79,7.38,NA,7.33,7.17,7.24,NA,NA,0.22,7.79,6.49,NA,6.41,4.17,6.46,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Turner County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Upson County",7.9,6.58,NA,6.41,1.68,6.46,NA,NA,1.06,7.9,7.4,NA,7.36,7.07,7.44,NA,NA,0.21,7.9,6.52,NA,6.41,1.68,6.46,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Walton County",8.07,6.24,NA,6.41,1.49,6.46,NA,NA,1.44,8.07,7.37,NA,7.36,7.03,7.24,NA,NA,0.3,8.07,6.19,NA,6.41,1.49,6.46,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Warren County",7.72,7.54,NA,7.54,7.36,7.44,NA,NA,0.25,7.72,7.54,NA,7.54,7.36,7.44,NA,NA,0.25,7.72,7.54,NA,7.54,7.36,7.44,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Webster County",8.07,6.64,NA,6.41,2.62,6.46,NA,NA,0.89,8.07,7.21,NA,7.07,7.07,7.05,NA,NA,0.29,8.07,6.64,NA,6.41,2.62,6.46,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Whitfield County",7.72,6.44,NA,6.41,1.6,6.46,NA,NA,1.11,7.72,7.42,NA,7.35,7.07,7.24,NA,NA,0.25,7.72,6.26,NA,6.41,1.6,6.46,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Wilkinson County",7.36,6.21,NA,6.41,1.48,6.46,NA,NA,1.4,7.36,7.21,NA,7.21,7.07,7.05,NA,NA,0.21,7.36,6.16,NA,6.41,1.48,6.46,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Worth County",8.11,6.31,NA,6.41,1.49,6.46,NA,NA,1.25,8.11,7.35,NA,7.33,7.07,7.44,NA,NA,0.26,8.11,6.24,NA,6.41,1.49,6.46,NA,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Ada County",8.48,6.16,NA,6.41,1.48,6.46,NA,NA,1.5,8.48,7.41,NA,7.36,7.07,7.24,NA,NA,0.26,8.48,6.07,NA,6.41,1.48,6.46,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Bannock County",7.72,6.62,NA,6.41,6.41,6.46,NA,NA,0.39,7.72,7.39,NA,7.39,7.07,7.05,NA,NA,0.46,7.72,6.4,NA,6.41,4.98,6.46,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Bingham County",8.5,6.31,NA,6.41,1.48,6.46,NA,NA,1.27,8.5,7.45,NA,7.36,7.03,7.44,NA,NA,0.34,8.5,6.2,NA,6.41,1.48,6.46,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Blaine County",8.5,6.25,NA,6.41,1.48,6.46,NA,NA,1.53,8.5,7.61,NA,7.42,7.03,7.24,NA,NA,0.48,8.5,6.18,NA,6.41,1.48,6.46,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Bonner County",7.72,6.5,NA,6.41,6.41,6.46,NA,NA,0.32,7.72,7.72,NA,7.72,7.72,7.72,NA,NA,NA,7.72,6.41,NA,6.41,4.98,6.46,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Bonneville County",7.36,6.12,NA,6.41,2.76,6.46,NA,NA,1.21,7.36,7.35,NA,7.35,7.33,7.44,NA,NA,0.02,7.36,6.12,NA,6.41,2.76,6.46,NA,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Canyon County",7.36,6.6,NA,6.41,6.41,6.46,NA,NA,0.42,7.36,7.36,NA,7.36,7.36,7.36,NA,NA,NA,7.36,6,NA,6.41,4.77,6.46,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Clark County",7.33,5.74,NA,6.41,1.49,6.65,NA,NA,2.12,7.33,7.33,NA,7.33,7.33,7.33,NA,NA,NA,7.33,5.74,NA,6.41,1.49,6.65,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Gooding County",7.27,6.04,NA,6.41,1.74,6.46,NA,NA,1.93,8.01,7.64,NA,7.64,7.27,7.24,NA,NA,0.52,7.27,5.91,NA,6.41,1.74,6.65,NA,NA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Latah County",7.36,5.8,NA,6.41,1.66,6.46,NA,NA,2.05,7.36,7.24,NA,7.33,7.07,7.24,NA,NA,0.15,7.36,5.8,NA,6.41,1.66,6.46,NA,NA,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Madison County",7.92,6.98,NA,6.88,6.41,6.46,NA,NA,0.66,7.92,7.55,NA,7.36,7.36,7.44,NA,NA,0.32,7.92,6.63,NA,6.41,4.53,6.46,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Nez Perce County",7.33,6.19,NA,6.41,2.24,6.46,NA,NA,1.36,7.33,7.33,NA,7.33,7.33,7.24,NA,NA,0,7.33,5.88,NA,6.41,2.24,6.46,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Power County",8.5,5.98,NA,6.68,1.17,7.05,NA,NA,2.23,8.54,7.81,NA,7.9,7.01,8.02,NA,NA,0.42,8.5,5.79,NA,6.41,1.17,6.65,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Shoshone County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho,Twin Falls County",7.72,6.58,NA,6.41,6.41,6.46,NA,NA,0.39,7.72,7.45,NA,7.36,7.36,7.24,NA,NA,0.18,7.72,6.41,NA,6.41,4.98,6.46,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
